x,y,event
61.0,43.0,Shot
49.0,73.0,Missed Shot
45.0,37.0,Blocked Shot
72.0,81.0,Takeaway
45.0,20.0,Shot
52.0,66.0,Shot
16.0,71.0,Takeaway
16.0,45.0,Blocked Shot
79.0,20.0,Faceoff
154.0,42.0,Missed Shot
167.0,65.0,Blocked Shot
131.0,41.0,Takeaway
168.0,20.0,Faceoff
183.0,9.0,Giveaway
173.0,41.0,Blocked Shot
168.0,54.0,Blocked Shot
168.0,20.0,Faceoff
62.0,57.0,Missed Shot
152.0,20.0,Hit
15.0,60.0,Blocked Shot
44.0,82.0,Hit
112.0,43.0,Shot
168.0,20.0,Faceoff
154.0,32.0,Shot
119.0,20.0,Faceoff
2.0,26.0,Hit
157.0,44.0,Shot
184.0,12.0,Shot
168.0,20.0,Faceoff
8.0,73.0,Hit
23.0,37.0,Blocked Shot
3.0,24.0,Takeaway
3.0,53.0,Hit
165.0,81.0,Shot
148.0,5.0,Hit
166.0,75.0,Shot
106.0,7.0,Penalty
168.0,64.0,Faceoff
150.0,3.0,Takeaway
136.0,44.0,Goal
99.0,42.0,Faceoff
167.0,51.0,Goal
99.0,42.0,Faceoff
79.0,20.0,Faceoff
53.0,53.0,Takeaway
27.0,37.0,Hit
158.0,26.0,Shot
168.0,20.0,Faceoff
168.0,20.0,Faceoff
135.0,22.0,Missed Shot
196.0,52.0,Hit
2.0,27.0,Hit
13.0,20.0,Giveaway
62.0,3.0,Penalty
30.0,64.0,Faceoff
59.0,43.0,Missed Shot
63.0,42.0,Missed Shot
99.0,42.0,Faceoff
2.0,33.0,Hit
53.0,22.0,Blocked Shot
59.0,16.0,Shot
47.0,55.0,Missed Shot
176.0,39.0,Missed Shot
165.0,49.0,Penalty
168.0,64.0,Faceoff
160.0,18.0,Shot
168.0,20.0,Faceoff
151.0,73.0,Shot
168.0,64.0,Faceoff
174.0,36.0,Giveaway
135.0,26.0,Missed Shot
181.0,61.0,Takeaway
168.0,20.0,Faceoff
134.0,43.0,Shot
168.0,20.0,Faceoff
153.0,21.0,Shot
135.0,16.0,Shot
168.0,20.0,Faceoff
137.0,69.0,Shot
99.0,42.0,Faceoff
66.0,59.0,Giveaway
65.0,42.0,Giveaway
30.0,20.0,Faceoff
19.0,47.0,Blocked Shot
166.0,82.0,Hit
138.0,33.0,Shot
196.0,47.0,Penalty
30.0,20.0,Faceoff
21.0,29.0,Goal
99.0,42.0,Faceoff
164.0,42.0,Shot
181.0,34.0,Blocked Shot
178.0,43.0,Blocked Shot
120.0,82.0,Hit
189.0,25.0,Penalty
130.0,15.0,Penalty
119.0,64.0,Faceoff
147.0,51.0,Takeaway
91.0,57.0,Takeaway
64.0,68.0,Takeaway
173.0,60.0,Shot
168.0,64.0,Faceoff
181.0,63.0,Takeaway
184.0,31.0,Shot
167.0,43.0,Shot
24.0,48.0,Blocked Shot
66.0,33.0,Shot
45.0,64.0,Missed Shot
167.0,33.0,Shot
168.0,20.0,Faceoff
180.0,13.0,Shot
139.0,70.0,Blocked Shot
133.0,47.0,Shot
176.0,42.0,Penalty
168.0,20.0,Faceoff
170.0,43.0,Blocked Shot
186.0,34.0,Missed Shot
177.0,62.0,Missed Shot
177.0,42.0,Missed Shot
185.0,37.0,Goal
99.0,42.0,Faceoff
168.0,45.0,Blocked Shot
129.0,83.0,Hit
150.0,47.0,Shot
166.0,28.0,Penalty
30.0,64.0,Faceoff
48.0,64.0,Penalty
168.0,20.0,Faceoff
17.0,60.0,Blocked Shot
193.0,62.0,Hit
15.0,39.0,Goal
99.0,42.0,Faceoff
13.0,75.0,Hit
178.0,34.0,Blocked Shot
88.0,83.0,Hit
1.0,51.0,Hit
153.0,43.0,Missed Shot
29.0,62.0,Shot
30.0,64.0,Faceoff
196.0,61.0,Hit
195.0,36.0,Hit
198.0,54.0,Giveaway
173.0,21.0,Blocked Shot
30.0,20.0,Faceoff
177.0,53.0,Blocked Shot
20.0,16.0,Shot
93.0,9.0,Shot
145.0,26.0,Blocked Shot
37.0,83.0,Hit
99.0,42.0,Faceoff
65.0,72.0,Giveaway
43.0,82.0,Takeaway
192.0,76.0,Hit
173.0,46.0,Blocked Shot
160.0,47.0,Missed Shot
46.0,12.0,Missed Shot
15.0,7.0,Hit
44.0,35.0,Shot
0.0,59.0,Hit
58.0,4.0,Hit
22.0,37.0,Blocked Shot
30.0,20.0,Faceoff
132.0,10.0,Missed Shot
22.0,45.0,Missed Shot
96.0,70.0,Shot
24.0,16.0,Blocked Shot
175.0,82.0,Giveaway
187.0,77.0,Missed Shot
130.0,40.0,Shot
144.0,83.0,Hit
22.0,43.0,Goal
99.0,42.0,Faceoff
67.0,72.0,Hit
179.0,79.0,Takeaway
30.0,20.0,Faceoff
23.0,46.0,Blocked Shot
19.0,56.0,Shot
1.0,55.0,Hit
19.0,46.0,Goal
99.0,42.0,Faceoff
197.0,35.0,Hit
181.0,81.0,Hit
46.0,32.0,Shot
30.0,20.0,Faceoff
41.0,7.0,Shot
30.0,20.0,Faceoff
28.0,33.0,Takeaway
21.0,40.0,Shot
20.0,30.0,Shot
36.0,55.0,Blocked Shot
57.0,56.0,Blocked Shot
25.0,67.0,Shot
30.0,64.0,Faceoff
30.0,20.0,Faceoff
67.0,44.0,Missed Shot
30.0,64.0,Faceoff
60.0,56.0,Shot
193.0,69.0,Takeaway
161.0,67.0,Takeaway
43.0,18.0,Goal
99.0,42.0,Faceoff
2.0,38.0,Hit
41.0,45.0,Shot
34.0,19.0,Shot
15.0,10.0,Shot
51.0,66.0,Shot
41.0,7.0,Hit
197.0,33.0,Hit
77.0,83.0,Hit
153.0,39.0,Blocked Shot
168.0,20.0,Faceoff
168.0,64.0,Faceoff
36.0,38.0,Blocked Shot
32.0,7.0,Shot
30.0,20.0,Faceoff
5.0,67.0,Hit
64.0,3.0,Hit
155.0,34.0,Blocked Shot
197.0,50.0,Hit
6.0,15.0,Hit
141.0,24.0,Shot
168.0,20.0,Faceoff
96.0,82.0,Hit
171.0,73.0,Takeaway
192.0,44.0,Hit
161.0,83.0,Hit
133.0,33.0,Shot
57.0,9.0,Giveaway
163.0,2.0,Hit
1.0,22.0,Hit
64.0,76.0,Penalty
168.0,64.0,Faceoff
167.0,27.0,Blocked Shot
184.0,47.0,Blocked Shot
69.0,19.0,Giveaway
146.0,15.0,Goal
99.0,42.0,Faceoff
23.0,27.0,Missed Shot
82.0,83.0,Penalty
30.0,20.0,Faceoff
53.0,49.0,Shot
30.0,64.0,Faceoff
27.0,5.0,Shot
171.0,29.0,Shot
168.0,20.0,Faceoff
168.0,22.0,Shot
46.0,67.0,Shot
49.0,51.0,Hit
28.0,68.0,Penalty
22.0,68.0,Penalty
99.0,42.0,Faceoff
57.0,11.0,Takeaway
162.0,78.0,Missed Shot
123.0,21.0,Takeaway
13.0,20.0,Shot
23.0,70.0,Takeaway
157.0,41.0,Blocked Shot
158.0,57.0,Shot
179.0,50.0,Missed Shot
25.0,45.0,Blocked Shot
64.0,8.0,Shot
30.0,20.0,Faceoff
34.0,44.0,Blocked Shot
30.0,20.0,Faceoff
30.0,20.0,Faceoff
193.0,71.0,Hit
133.0,20.0,Takeaway
168.0,40.0,Blocked Shot
172.0,47.0,Shot
174.0,33.0,Blocked Shot
145.0,44.0,Blocked Shot
177.0,30.0,Shot
175.0,39.0,Missed Shot
133.0,25.0,Shot
168.0,20.0,Faceoff
177.0,37.0,Blocked Shot
21.0,62.0,Blocked Shot
67.0,20.0,Shot
69.0,30.0,Takeaway
174.0,36.0,Missed Shot
65.0,74.0,Missed Shot
30.0,20.0,Faceoff
12.0,15.0,Shot
35.0,50.0,Takeaway
168.0,64.0,Faceoff
172.0,49.0,Blocked Shot
98.0,54.0,Penalty
30.0,20.0,Faceoff
13.0,52.0,Shot
79.0,20.0,Faceoff
20.0,4.0,Giveaway
56.0,43.0,Shot
23.0,41.0,Missed Shot
14.0,30.0,Shot
2.0,16.0,Giveaway
32.0,27.0,Blocked Shot
35.0,43.0,Blocked Shot
30.0,20.0,Faceoff
54.0,83.0,Hit
182.0,40.0,Penalty
168.0,64.0,Faceoff
185.0,78.0,Hit
153.0,70.0,Shot
167.0,49.0,Shot
168.0,64.0,Faceoff
162.0,65.0,Penalty
30.0,20.0,Faceoff
30.0,20.0,Faceoff
22.0,8.0,Giveaway
21.0,20.0,Takeaway
161.0,20.0,Shot
69.0,58.0,Penalty
168.0,64.0,Faceoff
173.0,83.0,Hit
134.0,27.0,Takeaway
24.0,43.0,Shot
54.0,49.0,Shot
30.0,64.0,Faceoff
145.0,2.0,Hit
145.0,7.0,Takeaway
168.0,64.0,Faceoff
169.0,25.0,Blocked Shot
178.0,81.0,Hit
50.0,44.0,Giveaway
153.0,1.0,Hit
41.0,24.0,Shot
54.0,37.0,Missed Shot
184.0,34.0,Goal
99.0,42.0,Faceoff
186.0,65.0,Shot
155.0,83.0,Takeaway
180.0,51.0,Blocked Shot
156.0,79.0,Takeaway
30.0,20.0,Faceoff
60.0,41.0,Shot
31.0,34.0,Shot
2.0,30.0,Giveaway
105.0,37.0,Hit
133.0,18.0,Missed Shot
48.0,41.0,Blocked Shot
45.0,4.0,Hit
40.0,20.0,Shot
99.0,42.0,Faceoff
170.0,33.0,Blocked Shot
168.0,20.0,Faceoff
164.0,7.0,Shot
18.0,38.0,Blocked Shot
118.0,40.0,Hit
177.0,49.0,Shot
168.0,64.0,Faceoff
178.0,42.0,Blocked Shot
179.0,35.0,Shot
145.0,82.0,Takeaway
65.0,9.0,Missed Shot
13.0,8.0,Hit
44.0,57.0,Shot
30.0,64.0,Faceoff
57.0,65.0,Blocked Shot
30.0,64.0,Faceoff
75.0,54.0,Giveaway
165.0,49.0,Blocked Shot
173.0,84.0,Hit
20.0,13.0,Shot
174.0,67.0,Penalty
30.0,20.0,Faceoff
30.0,64.0,Faceoff
37.0,55.0,Missed Shot
18.0,43.0,Blocked Shot
14.0,51.0,Shot
18.0,39.0,Shot
13.0,47.0,Blocked Shot
18.0,40.0,Blocked Shot
19.0,46.0,Blocked Shot
33.0,29.0,Shot
30.0,20.0,Faceoff
146.0,58.0,Shot
188.0,23.0,Giveaway
145.0,53.0,Blocked Shot
196.0,65.0,Takeaway
94.0,42.0,Giveaway
168.0,5.0,Shot
197.0,18.0,Hit
16.0,49.0,Shot
68.0,6.0,Giveaway
162.0,16.0,Shot
180.0,48.0,Shot
168.0,64.0,Faceoff
2.0,22.0,Hit
2.0,28.0,Hit
27.0,3.0,Hit
13.0,49.0,Shot
162.0,3.0,Shot
185.0,6.0,Hit
126.0,59.0,Takeaway
21.0,40.0,Missed Shot
132.0,61.0,Shot
50.0,45.0,Missed Shot
34.0,4.0,Shot
150.0,33.0,Shot
168.0,20.0,Faceoff
169.0,43.0,Blocked Shot
159.0,55.0,Giveaway
160.0,26.0,Goal
99.0,42.0,Faceoff
98.0,1.0,Penalty
98.0,2.0,Penalty
98.0,3.0,Penalty
168.0,64.0,Faceoff
177.0,65.0,Shot
148.0,81.0,Takeaway
150.0,80.0,Takeaway
80.0,68.0,Blocked Shot
194.0,20.0,Hit
143.0,22.0,Missed Shot
147.0,15.0,Missed Shot
146.0,20.0,Missed Shot
168.0,20.0,Faceoff
180.0,49.0,Blocked Shot
168.0,64.0,Faceoff
167.0,12.0,Shot
179.0,52.0,Takeaway
168.0,64.0,Faceoff
174.0,43.0,Missed Shot
168.0,20.0,Faceoff
136.0,64.0,Shot
197.0,27.0,Hit
99.0,42.0,Faceoff
112.0,5.0,Hit
19.0,41.0,Shot
146.0,5.0,Hit
128.0,4.0,Hit
47.0,23.0,Blocked Shot
18.0,43.0,Shot
30.0,64.0,Faceoff
19.0,23.0,Blocked Shot
30.0,20.0,Faceoff
38.0,22.0,Blocked Shot
63.0,40.0,Shot
149.0,66.0,Giveaway
165.0,58.0,Blocked Shot
168.0,20.0,Faceoff
181.0,28.0,Shot
181.0,48.0,Blocked Shot
1.0,46.0,Hit
144.0,81.0,Giveaway
190.0,48.0,Missed Shot
171.0,30.0,Blocked Shot
168.0,20.0,Faceoff
24.0,46.0,Shot
171.0,21.0,Shot
168.0,20.0,Faceoff
61.0,64.0,Shot
102.0,5.0,Shot
25.0,79.0,Takeaway
14.0,51.0,Takeaway
186.0,53.0,Giveaway
32.0,35.0,Blocked Shot
17.0,49.0,Shot
35.0,77.0,Hit
185.0,22.0,Giveaway
39.0,40.0,Shot
169.0,36.0,Shot
168.0,20.0,Faceoff
138.0,6.0,Missed Shot
3.0,38.0,Giveaway
159.0,13.0,Shot
195.0,26.0,Giveaway
161.0,59.0,Blocked Shot
38.0,43.0,Shot
177.0,53.0,Blocked Shot
193.0,72.0,Hit
173.0,49.0,Blocked Shot
19.0,80.0,Giveaway
67.0,21.0,Hit
193.0,29.0,Hit
72.0,38.0,Takeaway
195.0,58.0,Hit
186.0,69.0,Hit
183.0,32.0,Shot
168.0,20.0,Faceoff
190.0,25.0,Hit
179.0,30.0,Shot
174.0,49.0,Missed Shot
174.0,34.0,Shot
133.0,49.0,Giveaway
134.0,68.0,Hit
165.0,82.0,Hit
153.0,65.0,Blocked Shot
179.0,37.0,Shot
182.0,43.0,Shot
168.0,64.0,Faceoff
182.0,36.0,Shot
169.0,6.0,Giveaway
172.0,56.0,Shot
192.0,19.0,Giveaway
144.0,79.0,Hit
168.0,59.0,Shot
179.0,44.0,Goal
99.0,42.0,Faceoff
165.0,5.0,Hit
166.0,5.0,Hit
182.0,79.0,Hit
135.0,21.0,Missed Shot
71.0,81.0,Giveaway
27.0,26.0,Shot
35.0,52.0,Shot
23.0,51.0,Blocked Shot
27.0,82.0,Hit
4.0,54.0,Hit
31.0,35.0,Blocked Shot
131.0,7.0,Hit
99.0,42.0,Faceoff
65.0,14.0,Shot
117.0,4.0,Takeaway
93.0,10.0,Shot
174.0,58.0,Blocked Shot
4.0,21.0,Hit
30.0,64.0,Faceoff
23.0,49.0,Blocked Shot
12.0,38.0,Shot
173.0,6.0,Hit
170.0,81.0,Hit
8.0,20.0,Penalty
168.0,64.0,Faceoff
149.0,67.0,Missed Shot
134.0,39.0,Shot
146.0,80.0,Takeaway
168.0,64.0,Faceoff
30.0,20.0,Faceoff
151.0,80.0,Hit
28.0,81.0,Hit
177.0,52.0,Shot
168.0,64.0,Faceoff
29.0,41.0,Blocked Shot
30.0,20.0,Faceoff
31.0,12.0,Penalty
30.0,20.0,Faceoff
18.0,57.0,Blocked Shot
28.0,5.0,Giveaway
31.0,27.0,Giveaway
17.0,56.0,Shot
30.0,64.0,Faceoff
68.0,3.0,Giveaway
33.0,71.0,Shot
7.0,55.0,Hit
14.0,76.0,Giveaway
34.0,67.0,Takeaway
145.0,81.0,Hit
179.0,46.0,Shot
168.0,64.0,Faceoff
23.0,47.0,Shot
30.0,64.0,Faceoff
28.0,35.0,Shot
175.0,52.0,Missed Shot
192.0,31.0,Hit
137.0,46.0,Shot
186.0,33.0,Shot
191.0,25.0,Giveaway
184.0,39.0,Shot
155.0,25.0,Hit
18.0,78.0,Giveaway
18.0,53.0,Blocked Shot
34.0,57.0,Blocked Shot
67.0,76.0,Takeaway
176.0,33.0,Shot
168.0,58.0,Shot
168.0,64.0,Faceoff
152.0,59.0,Blocked Shot
159.0,6.0,Hit
190.0,26.0,Hit
160.0,43.0,Penalty
149.0,46.0,Penalty
155.0,44.0,Penalty
161.0,41.0,Penalty
168.0,64.0,Faceoff
174.0,30.0,Blocked Shot
179.0,52.0,Shot
168.0,64.0,Faceoff
146.0,84.0,Shot
156.0,33.0,Blocked Shot
146.0,63.0,Shot
168.0,64.0,Faceoff
151.0,63.0,Blocked Shot
170.0,32.0,Blocked Shot
139.0,75.0,Shot
195.0,34.0,Hit
54.0,10.0,Giveaway
107.0,81.0,Penalty
30.0,20.0,Faceoff
57.0,43.0,Shot
34.0,62.0,Missed Shot
19.0,40.0,Missed Shot
16.0,41.0,Goal
99.0,42.0,Faceoff
46.0,62.0,Shot
30.0,64.0,Faceoff
158.0,38.0,Hit
191.0,35.0,Hit
21.0,59.0,Blocked Shot
160.0,81.0,Giveaway
28.0,82.0,Giveaway
168.0,64.0,Faceoff
54.0,81.0,Penalty
168.0,64.0,Faceoff
150.0,21.0,Shot
99.0,42.0,Faceoff
61.0,62.0,Shot
48.0,23.0,Missed Shot
42.0,7.0,Shot
78.0,5.0,Takeaway
197.0,41.0,Hit
184.0,65.0,Giveaway
184.0,20.0,Shot
136.0,6.0,Hit
167.0,56.0,Shot
168.0,64.0,Faceoff
48.0,32.0,Shot
30.0,20.0,Faceoff
99.0,42.0,Faceoff
157.0,80.0,Hit
179.0,55.0,Shot
192.0,62.0,Giveaway
27.0,80.0,Hit
186.0,22.0,Hit
1.0,38.0,Hit
26.0,76.0,Shot
43.0,78.0,Missed Shot
61.0,9.0,Shot
177.0,48.0,Shot
145.0,11.0,Shot
172.0,32.0,Shot
15.0,78.0,Hit
17.0,43.0,Penalty
30.0,20.0,Faceoff
73.0,81.0,Hit
25.0,46.0,Shot
22.0,30.0,Shot
43.0,30.0,Shot
30.0,20.0,Faceoff
30.0,20.0,Faceoff
44.0,31.0,Shot
30.0,20.0,Faceoff
17.0,35.0,Blocked Shot
27.0,41.0,Giveaway
30.0,64.0,Faceoff
170.0,79.0,Takeaway
183.0,27.0,Giveaway
168.0,20.0,Faceoff
153.0,60.0,Blocked Shot
165.0,27.0,Blocked Shot
155.0,17.0,Giveaway
74.0,3.0,Hit
63.0,3.0,Missed Shot
3.0,29.0,Takeaway
163.0,79.0,Takeaway
7.0,65.0,Penalty
30.0,20.0,Faceoff
31.0,65.0,Shot
30.0,64.0,Faceoff
22.0,36.0,Blocked Shot
63.0,50.0,Goal
99.0,42.0,Faceoff
99.0,42.0,Faceoff
196.0,32.0,Hit
172.0,30.0,Blocked Shot
188.0,48.0,Shot
168.0,64.0,Faceoff
192.0,64.0,Hit
23.0,33.0,Takeaway
27.0,52.0,Blocked Shot
175.0,35.0,Blocked Shot
85.0,82.0,Hit
132.0,43.0,Takeaway
148.0,47.0,Missed Shot
197.0,44.0,Giveaway
156.0,31.0,Shot
168.0,20.0,Faceoff
135.0,6.0,Missed Shot
168.0,20.0,Faceoff
122.0,43.0,Shot
66.0,42.0,Goal
99.0,42.0,Faceoff
82.0,46.0,Takeaway
64.0,43.0,Shot
30.0,64.0,Faceoff
5.0,24.0,Giveaway
27.0,34.0,Blocked Shot
62.0,19.0,Missed Shot
152.0,5.0,Hit
99.0,42.0,Faceoff
197.0,38.0,Hit
36.0,44.0,Missed Shot
15.0,37.0,Missed Shot
178.0,43.0,Shot
168.0,20.0,Faceoff
168.0,64.0,Faceoff
176.0,24.0,Shot
16.0,57.0,Hit
188.0,73.0,Hit
179.0,41.0,Shot
119.0,20.0,Faceoff
168.0,56.0,Blocked Shot
46.0,45.0,Missed Shot
15.0,56.0,Penalty
175.0,43.0,Shot
27.0,44.0,Shot
167.0,42.0,Shot
22.0,43.0,Shot
174.0,48.0,Missed Shot
26.0,43.0,Missed Shot
172.0,43.0,Goal
25.0,42.0,Goal
173.0,45.0,Goal
28.0,43.0,Missed Shot
99.0,42.0,Faceoff
154.0,62.0,Blocked Shot
168.0,64.0,Faceoff
79.0,64.0,Faceoff
192.0,56.0,Takeaway
178.0,22.0,Shot
168.0,20.0,Faceoff
171.0,52.0,Blocked Shot
174.0,36.0,Shot
150.0,8.0,Shot
168.0,20.0,Faceoff
30.0,64.0,Faceoff
30.0,64.0,Faceoff
134.0,7.0,Takeaway
57.0,80.0,Takeaway
128.0,42.0,Shot
194.0,70.0,Hit
81.0,12.0,Giveaway
109.0,26.0,Takeaway
168.0,20.0,Faceoff
19.0,42.0,Penalty
168.0,64.0,Faceoff
158.0,34.0,Blocked Shot
23.0,44.0,Shot
151.0,73.0,Shot
168.0,64.0,Faceoff
151.0,16.0,Goal
99.0,42.0,Faceoff
184.0,36.0,Shot
139.0,3.0,Giveaway
143.0,2.0,Hit
58.0,43.0,Shot
14.0,78.0,Shot
64.0,79.0,Missed Shot
56.0,68.0,Shot
23.0,37.0,Shot
32.0,37.0,Blocked Shot
22.0,43.0,Penalty
30.0,20.0,Faceoff
64.0,76.0,Shot
53.0,21.0,Shot
40.0,12.0,Missed Shot
28.0,36.0,Blocked Shot
179.0,3.0,Hit
194.0,14.0,Takeaway
138.0,59.0,Missed Shot
83.0,2.0,Hit
65.0,3.0,Takeaway
65.0,13.0,Shot
130.0,9.0,Shot
172.0,39.0,Blocked Shot
167.0,25.0,Shot
158.0,2.0,Hit
180.0,81.0,Hit
30.0,20.0,Faceoff
149.0,32.0,Takeaway
49.0,19.0,Shot
30.0,20.0,Faceoff
178.0,59.0,Missed Shot
28.0,49.0,Blocked Shot
30.0,64.0,Faceoff
64.0,13.0,Shot
30.0,20.0,Faceoff
165.0,73.0,Missed Shot
184.0,19.0,Missed Shot
186.0,6.0,Hit
159.0,62.0,Missed Shot
148.0,44.0,Goal
99.0,42.0,Faceoff
106.0,1.0,Hit
183.0,4.0,Penalty
168.0,64.0,Faceoff
182.0,20.0,Giveaway
99.0,42.0,Faceoff
197.0,42.0,Hit
159.0,82.0,Shot
168.0,64.0,Faceoff
119.0,20.0,Faceoff
148.0,24.0,Missed Shot
113.0,78.0,Takeaway
49.0,80.0,Missed Shot
64.0,35.0,Shot
9.0,9.0,Hit
54.0,42.0,Giveaway
174.0,84.0,Hit
154.0,37.0,Penalty
168.0,64.0,Faceoff
171.0,31.0,Blocked Shot
119.0,20.0,Faceoff
198.0,33.0,Hit
167.0,44.0,Blocked Shot
167.0,43.0,Blocked Shot
30.0,84.0,Penalty
168.0,20.0,Faceoff
170.0,58.0,Blocked Shot
154.0,60.0,Shot
198.0,58.0,Hit
154.0,43.0,Shot
187.0,49.0,Shot
177.0,44.0,Blocked Shot
166.0,46.0,Missed Shot
181.0,51.0,Missed Shot
153.0,72.0,Shot
168.0,64.0,Faceoff
137.0,74.0,Shot
49.0,65.0,Shot
30.0,64.0,Faceoff
32.0,43.0,Blocked Shot
30.0,64.0,Faceoff
198.0,40.0,Hit
63.0,11.0,Missed Shot
168.0,20.0,Faceoff
154.0,80.0,Shot
168.0,64.0,Faceoff
37.0,26.0,Shot
175.0,32.0,Goal
99.0,42.0,Faceoff
98.0,84.0,Hit
154.0,55.0,Takeaway
29.0,43.0,Shot
30.0,64.0,Faceoff
162.0,12.0,Shot
181.0,39.0,Penalty
30.0,64.0,Faceoff
49.0,72.0,Shot
30.0,64.0,Faceoff
44.0,17.0,Shot
30.0,20.0,Faceoff
41.0,13.0,Shot
32.0,29.0,Shot
30.0,52.0,Blocked Shot
30.0,64.0,Faceoff
168.0,64.0,Faceoff
147.0,71.0,Shot
168.0,20.0,Faceoff
177.0,24.0,Giveaway
185.0,8.0,Giveaway
184.0,6.0,Hit
165.0,33.0,Blocked Shot
168.0,20.0,Faceoff
137.0,14.0,Shot
158.0,0.0,Hit
168.0,20.0,Faceoff
183.0,4.0,Hit
183.0,81.0,Hit
111.0,84.0,Penalty
30.0,20.0,Faceoff
52.0,80.0,Giveaway
34.0,83.0,Hit
22.0,44.0,Shot
21.0,45.0,Shot
15.0,48.0,Hit
35.0,83.0,Penalty
30.0,64.0,Faceoff
57.0,53.0,Missed Shot
24.0,33.0,Blocked Shot
59.0,40.0,Shot
53.0,12.0,Takeaway
47.0,59.0,Goal
99.0,42.0,Faceoff
153.0,27.0,Missed Shot
188.0,78.0,Hit
30.0,0.0,Hit
54.0,41.0,Shot
30.0,20.0,Faceoff
165.0,48.0,Blocked Shot
23.0,51.0,Blocked Shot
19.0,48.0,Goal
99.0,42.0,Faceoff
185.0,7.0,Hit
186.0,78.0,Penalty
168.0,20.0,Faceoff
119.0,64.0,Faceoff
37.0,39.0,Shot
30.0,20.0,Faceoff
