x,y,event
99.0,42.0,Faceoff
21.0,43.0,Shot
18.0,47.0,Shot
24.0,49.0,Shot
30.0,64.0,Faceoff
135.0,39.0,Shot
184.0,6.0,Hit
147.0,45.0,Shot
35.0,28.0,Blocked Shot
30.0,20.0,Faceoff
40.0,82.0,Giveaway
99.0,46.0,Penalty
168.0,20.0,Faceoff
156.0,25.0,Shot
159.0,18.0,Shot
164.0,68.0,Goal
99.0,42.0,Faceoff
162.0,56.0,Missed Shot
178.0,50.0,Shot
168.0,64.0,Faceoff
168.0,20.0,Faceoff
135.0,41.0,Shot
168.0,20.0,Faceoff
30.0,20.0,Faceoff
144.0,73.0,Shot
168.0,64.0,Faceoff
168.0,20.0,Faceoff
164.0,69.0,Missed Shot
135.0,40.0,Giveaway
182.0,29.0,Missed Shot
30.0,46.0,Blocked Shot
19.0,37.0,Shot
34.0,46.0,Takeaway
153.0,48.0,Blocked Shot
92.0,35.0,Takeaway
143.0,45.0,Shot
27.0,41.0,Blocked Shot
164.0,40.0,Blocked Shot
173.0,41.0,Shot
20.0,11.0,Shot
43.0,6.0,Giveaway
43.0,83.0,Hit
58.0,63.0,Shot
34.0,44.0,Blocked Shot
112.0,60.0,Giveaway
135.0,72.0,Missed Shot
59.0,38.0,Shot
31.0,27.0,Blocked Shot
3.0,43.0,Giveaway
46.0,59.0,Shot
175.0,37.0,Missed Shot
119.0,20.0,Faceoff
64.0,62.0,Shot
30.0,64.0,Faceoff
38.0,14.0,Shot
30.0,20.0,Faceoff
51.0,24.0,Missed Shot
138.0,74.0,Shot
23.0,1.0,Hit
71.0,56.0,Takeaway
124.0,11.0,Giveaway
99.0,42.0,Faceoff
94.0,1.0,Hit
168.0,64.0,Faceoff
142.0,81.0,Hit
176.0,32.0,Blocked Shot
136.0,35.0,Shot
168.0,20.0,Faceoff
190.0,11.0,Hit
197.0,23.0,Hit
126.0,12.0,Giveaway
135.0,25.0,Shot
168.0,20.0,Faceoff
128.0,23.0,Giveaway
176.0,46.0,Blocked Shot
177.0,51.0,Missed Shot
55.0,4.0,Hit
49.0,31.0,Shot
58.0,15.0,Takeaway
177.0,74.0,Shot
3.0,23.0,Hit
14.0,36.0,Missed Shot
20.0,47.0,Blocked Shot
8.0,74.0,Hit
21.0,39.0,Shot
30.0,20.0,Faceoff
59.0,58.0,Blocked Shot
30.0,64.0,Faceoff
193.0,15.0,Hit
175.0,41.0,Missed Shot
169.0,24.0,Shot
99.0,42.0,Faceoff
0.0,61.0,Giveaway
132.0,80.0,Giveaway
150.0,24.0,Shot
180.0,41.0,Goal
99.0,42.0,Faceoff
20.0,44.0,Blocked Shot
166.0,1.0,Hit
138.0,18.0,Missed Shot
137.0,65.0,Shot
168.0,64.0,Faceoff
189.0,7.0,Hit
7.0,67.0,Giveaway
166.0,82.0,Hit
173.0,82.0,Hit
168.0,64.0,Faceoff
187.0,70.0,Giveaway
141.0,16.0,Blocked Shot
168.0,20.0,Faceoff
175.0,36.0,Blocked Shot
168.0,64.0,Faceoff
133.0,70.0,Shot
68.0,1.0,Hit
50.0,24.0,Shot
30.0,20.0,Faceoff
60.0,74.0,Shot
30.0,20.0,Faceoff
66.0,3.0,Giveaway
27.0,61.0,Penalty
30.0,20.0,Faceoff
26.0,29.0,Missed Shot
190.0,71.0,Hit
19.0,49.0,Shot
30.0,64.0,Faceoff
8.0,75.0,Giveaway
25.0,50.0,Shot
45.0,3.0,Giveaway
21.0,46.0,Missed Shot
61.0,13.0,Shot
173.0,82.0,Hit
144.0,60.0,Blocked Shot
1.0,22.0,Giveaway
22.0,44.0,Shot
30.0,20.0,Faceoff
24.0,7.0,Shot
67.0,32.0,Shot
30.0,64.0,Faceoff
60.0,52.0,Missed Shot
34.0,61.0,Shot
163.0,64.0,Shot
26.0,49.0,Shot
30.0,64.0,Faceoff
30.0,20.0,Faceoff
63.0,61.0,Shot
25.0,57.0,Giveaway
14.0,22.0,Shot
30.0,20.0,Faceoff
18.0,36.0,Shot
20.0,44.0,Missed Shot
22.0,41.0,Shot
13.0,37.0,Shot
24.0,57.0,Giveaway
9.0,72.0,Penalty
168.0,64.0,Faceoff
179.0,44.0,Missed Shot
158.0,21.0,Missed Shot
179.0,43.0,Goal
99.0,42.0,Faceoff
1.0,27.0,Hit
150.0,57.0,Shot
79.0,64.0,Faceoff
168.0,40.0,Giveaway
99.0,42.0,Faceoff
164.0,27.0,Goal
99.0,42.0,Faceoff
111.0,4.0,Shot
18.0,78.0,Penalty
168.0,64.0,Faceoff
119.0,64.0,Faceoff
127.0,63.0,Takeaway
177.0,48.0,Blocked Shot
151.0,25.0,Missed Shot
180.0,50.0,Shot
140.0,79.0,Giveaway
168.0,64.0,Faceoff
150.0,57.0,Blocked Shot
168.0,20.0,Faceoff
79.0,20.0,Faceoff
69.0,42.0,Giveaway
179.0,42.0,Shot
156.0,9.0,Missed Shot
184.0,27.0,Shot
168.0,20.0,Faceoff
23.0,36.0,Shot
25.0,57.0,Shot
190.0,69.0,Hit
168.0,64.0,Faceoff
165.0,46.0,Giveaway
197.0,25.0,Hit
42.0,30.0,Penalty
24.0,32.0,Blocked Shot
30.0,20.0,Faceoff
27.0,61.0,Shot
25.0,47.0,Missed Shot
28.0,52.0,Missed Shot
62.0,78.0,Giveaway
22.0,40.0,Missed Shot
21.0,49.0,Blocked Shot
34.0,45.0,Shot
30.0,20.0,Faceoff
30.0,70.0,Giveaway
17.0,49.0,Shot
25.0,43.0,Shot
15.0,61.0,Giveaway
28.0,37.0,Blocked Shot
57.0,25.0,Shot
30.0,20.0,Faceoff
77.0,82.0,Takeaway
40.0,47.0,Missed Shot
15.0,35.0,Missed Shot
56.0,4.0,Hit
119.0,20.0,Faceoff
123.0,3.0,Hit
169.0,54.0,Shot
168.0,64.0,Faceoff
25.0,39.0,Shot
30.0,20.0,Faceoff
29.0,24.0,Missed Shot
18.0,46.0,Shot
19.0,38.0,Blocked Shot
167.0,49.0,Blocked Shot
136.0,10.0,Missed Shot
193.0,66.0,Hit
27.0,67.0,Shot
168.0,20.0,Faceoff
135.0,27.0,Shot
14.0,3.0,Hit
125.0,77.0,Blocked Shot
119.0,64.0,Faceoff
176.0,29.0,Blocked Shot
21.0,54.0,Shot
3.0,44.0,Giveaway
55.0,67.0,Missed Shot
28.0,56.0,Blocked Shot
22.0,30.0,Shot
27.0,32.0,Missed Shot
0.0,44.0,Giveaway
41.0,40.0,Missed Shot
85.0,82.0,Hit
30.0,64.0,Faceoff
197.0,51.0,Hit
175.0,35.0,Blocked Shot
177.0,47.0,Blocked Shot
121.0,82.0,Hit
20.0,42.0,Shot
19.0,45.0,Missed Shot
168.0,32.0,Missed Shot
196.0,25.0,Hit
135.0,54.0,Missed Shot
46.0,28.0,Shot
99.0,42.0,Faceoff
31.0,3.0,Shot
30.0,20.0,Faceoff
38.0,39.0,Shot
168.0,64.0,Faceoff
50.0,3.0,Hit
28.0,42.0,Shot
45.0,36.0,Penalty
30.0,64.0,Faceoff
21.0,43.0,Shot
30.0,20.0,Faceoff
16.0,4.0,Giveaway
36.0,39.0,Hit
28.0,42.0,Shot
30.0,20.0,Faceoff
26.0,45.0,Missed Shot
26.0,72.0,Shot
27.0,40.0,Shot
30.0,64.0,Faceoff
29.0,73.0,Shot
27.0,41.0,Missed Shot
24.0,30.0,Missed Shot
30.0,22.0,Shot
31.0,50.0,Shot
21.0,44.0,Penalty
39.0,67.0,Goal
99.0,42.0,Faceoff
180.0,37.0,Penalty
168.0,64.0,Faceoff
196.0,29.0,Hit
41.0,59.0,Blocked Shot
21.0,56.0,Shot
30.0,64.0,Faceoff
66.0,56.0,Giveaway
49.0,74.0,Shot
165.0,24.0,Shot
168.0,64.0,Faceoff
196.0,55.0,Hit
181.0,49.0,Hit
84.0,58.0,Shot
30.0,64.0,Faceoff
65.0,2.0,Hit
51.0,3.0,Giveaway
3.0,32.0,Giveaway
17.0,34.0,Shot
89.0,80.0,Penalty
30.0,20.0,Faceoff
38.0,16.0,Shot
49.0,44.0,Shot
31.0,61.0,Goal
99.0,42.0,Faceoff
176.0,47.0,Blocked Shot
27.0,41.0,Shot
56.0,83.0,Hit
179.0,33.0,Shot
177.0,38.0,Blocked Shot
173.0,14.0,Blocked Shot
20.0,48.0,Shot
23.0,41.0,Shot
165.0,44.0,Blocked Shot
159.0,43.0,Missed Shot
194.0,53.0,Hit
183.0,35.0,Shot
16.0,6.0,Hit
164.0,22.0,Shot
176.0,37.0,Shot
193.0,44.0,Hit
182.0,36.0,Shot
5.0,69.0,Giveaway
100.0,4.0,Hit
155.0,64.0,Shot
40.0,37.0,Shot
179.0,29.0,Giveaway
146.0,12.0,Shot
168.0,20.0,Faceoff
184.0,79.0,Hit
119.0,82.0,Hit
154.0,44.0,Missed Shot
177.0,49.0,Blocked Shot
152.0,32.0,Shot
35.0,16.0,Shot
30.0,20.0,Faceoff
71.0,3.0,Hit
86.0,79.0,Giveaway
20.0,71.0,Hit
11.0,77.0,Hit
192.0,17.0,Hit
32.0,2.0,Hit
21.0,49.0,Shot
25.0,32.0,Missed Shot
181.0,48.0,Shot
197.0,40.0,Hit
174.0,9.0,Shot
55.0,48.0,Blocked Shot
126.0,4.0,Penalty
168.0,20.0,Faceoff
69.0,81.0,Hit
34.0,30.0,Missed Shot
99.0,42.0,Faceoff
60.0,2.0,Hit
194.0,62.0,Hit
187.0,38.0,Shot
168.0,20.0,Faceoff
196.0,29.0,Giveaway
186.0,20.0,Shot
174.0,25.0,Missed Shot
11.0,63.0,Missed Shot
2.0,27.0,Hit
36.0,40.0,Shot
153.0,3.0,Hit
178.0,5.0,Penalty
30.0,20.0,Faceoff
83.0,42.0,Giveaway
104.0,83.0,Shot
43.0,4.0,Hit
59.0,5.0,Giveaway
180.0,43.0,Shot
24.0,42.0,Missed Shot
3.0,24.0,Hit
19.0,49.0,Blocked Shot
128.0,83.0,Hit
133.0,75.0,Shot
8.0,54.0,Shot
12.0,50.0,Shot
30.0,20.0,Faceoff
185.0,36.0,Shot
180.0,7.0,Giveaway
191.0,27.0,Penalty
168.0,20.0,Faceoff
178.0,47.0,Blocked Shot
171.0,9.0,Giveaway
21.0,40.0,Shot
164.0,15.0,Giveaway
182.0,35.0,Missed Shot
56.0,3.0,Hit
171.0,8.0,Shot
164.0,20.0,Shot
168.0,20.0,Faceoff
169.0,83.0,Hit
148.0,28.0,Blocked Shot
25.0,53.0,Blocked Shot
61.0,16.0,Shot
30.0,20.0,Faceoff
151.0,66.0,Shot
192.0,70.0,Hit
194.0,65.0,Giveaway
180.0,41.0,Shot
35.0,9.0,Shot
13.0,43.0,Goal
99.0,42.0,Faceoff
139.0,55.0,Hit
32.0,64.0,Shot
30.0,64.0,Faceoff
50.0,82.0,Hit
65.0,14.0,Shot
30.0,20.0,Faceoff
196.0,67.0,Hit
115.0,80.0,Hit
178.0,46.0,Shot
130.0,71.0,Shot
144.0,33.0,Takeaway
182.0,48.0,Missed Shot
134.0,46.0,Shot
159.0,42.0,Shot
174.0,82.0,Hit
170.0,48.0,Blocked Shot
28.0,34.0,Blocked Shot
30.0,42.0,Penalty
34.0,43.0,Penalty
30.0,20.0,Faceoff
18.0,36.0,Missed Shot
37.0,41.0,Takeaway
24.0,50.0,Blocked Shot
99.0,42.0,Faceoff
163.0,45.0,Goal
99.0,42.0,Faceoff
15.0,36.0,Blocked Shot
30.0,20.0,Faceoff
139.0,39.0,Shot
120.0,71.0,Takeaway
190.0,73.0,Hit
63.0,22.0,Shot
179.0,49.0,Missed Shot
30.0,64.0,Faceoff
116.0,44.0,Shot
51.0,50.0,Blocked Shot
159.0,45.0,Shot
168.0,64.0,Faceoff
140.0,16.0,Penalty
168.0,64.0,Faceoff
172.0,45.0,Missed Shot
166.0,66.0,Missed Shot
181.0,40.0,Shot
182.0,38.0,Penalty
182.0,36.0,Penalty
182.0,43.0,Shot
119.0,20.0,Faceoff
31.0,46.0,Shot
145.0,77.0,Takeaway
184.0,36.0,Shot
175.0,42.0,Missed Shot
184.0,41.0,Goal
99.0,42.0,Faceoff
36.0,57.0,Goal
99.0,42.0,Faceoff
14.0,7.0,Hit
64.0,39.0,Missed Shot
168.0,64.0,Faceoff
29.0,60.0,Shot
30.0,64.0,Faceoff
14.0,50.0,Missed Shot
197.0,59.0,Hit
89.0,2.0,Hit
164.0,56.0,Shot
47.0,83.0,Hit
49.0,83.0,Penalty
31.0,74.0,Penalty
37.0,78.0,Penalty
168.0,64.0,Faceoff
173.0,42.0,Blocked Shot
180.0,36.0,Blocked Shot
180.0,29.0,Shot
181.0,50.0,Goal
99.0,42.0,Faceoff
33.0,83.0,Hit
166.0,76.0,Shot
168.0,64.0,Faceoff
23.0,55.0,Takeaway
39.0,43.0,Shot
30.0,20.0,Faceoff
31.0,13.0,Blocked Shot
46.0,67.0,Shot
38.0,50.0,Shot
33.0,41.0,Goal
99.0,42.0,Faceoff
44.0,61.0,Shot
8.0,76.0,Hit
26.0,29.0,Shot
72.0,14.0,Giveaway
12.0,32.0,Goal
99.0,42.0,Faceoff
114.0,65.0,Shot
30.0,64.0,Faceoff
38.0,5.0,Shot
22.0,40.0,Missed Shot
30.0,64.0,Faceoff
13.0,69.0,Shot
44.0,22.0,Shot
26.0,33.0,Blocked Shot
30.0,20.0,Faceoff
0.0,52.0,Hit
13.0,37.0,Shot
30.0,20.0,Faceoff
159.0,72.0,Penalty
175.0,60.0,Penalty
79.0,20.0,Faceoff
173.0,72.0,Penalty
90.0,65.0,Penalty
13.0,35.0,Missed Shot
99.0,42.0,Faceoff
119.0,20.0,Faceoff
103.0,61.0,Shot
168.0,20.0,Faceoff
163.0,42.0,Blocked Shot
186.0,59.0,Shot
168.0,64.0,Faceoff
25.0,36.0,Blocked Shot
2.0,27.0,Hit
55.0,5.0,Shot
30.0,20.0,Faceoff
183.0,7.0,Penalty
168.0,20.0,Faceoff
176.0,28.0,Blocked Shot
158.0,80.0,Takeaway
160.0,36.0,Blocked Shot
22.0,52.0,Goal
99.0,42.0,Faceoff
43.0,71.0,Shot
166.0,65.0,Shot
14.0,30.0,Shot
29.0,42.0,Goal
99.0,42.0,Faceoff
137.0,65.0,Shot
178.0,29.0,Shot
168.0,20.0,Faceoff
168.0,20.0,Faceoff
197.0,41.0,Penalty
30.0,20.0,Faceoff
26.0,64.0,Missed Shot
52.0,26.0,Giveaway
3.0,29.0,Hit
43.0,23.0,Penalty
168.0,20.0,Faceoff
172.0,55.0,Blocked Shot
144.0,70.0,Hit
179.0,39.0,Blocked Shot
170.0,39.0,Shot
30.0,44.0,Missed Shot
119.0,64.0,Faceoff
194.0,18.0,Giveaway
178.0,45.0,Goal
99.0,42.0,Faceoff
196.0,57.0,Takeaway
168.0,34.0,Shot
180.0,39.0,Shot
179.0,39.0,Shot
168.0,20.0,Faceoff
30.0,20.0,Faceoff
28.0,46.0,Blocked Shot
119.0,20.0,Faceoff
134.0,42.0,Penalty
168.0,20.0,Faceoff
175.0,3.0,Hit
157.0,76.0,Shot
168.0,64.0,Faceoff
172.0,26.0,Goal
99.0,42.0,Faceoff
170.0,79.0,Missed Shot
177.0,52.0,Shot
120.0,21.0,Takeaway
52.0,9.0,Shot
185.0,37.0,Goal
99.0,42.0,Faceoff
42.0,3.0,Hit
155.0,29.0,Blocked Shot
5.0,36.0,Giveaway
44.0,32.0,Blocked Shot
30.0,20.0,Faceoff
23.0,4.0,Hit
99.0,42.0,Faceoff
27.0,30.0,Shot
27.0,81.0,Takeaway
17.0,42.0,Shot
12.0,61.0,Missed Shot
18.0,43.0,Goal
99.0,42.0,Faceoff
18.0,77.0,Hit
34.0,82.0,Hit
119.0,64.0,Faceoff
186.0,8.0,Hit
33.0,81.0,Hit
180.0,66.0,Giveaway
181.0,12.0,Blocked Shot
132.0,70.0,Shot
157.0,67.0,Hit
79.0,64.0,Faceoff
63.0,16.0,Shot
30.0,20.0,Faceoff
100.0,18.0,Takeaway
41.0,25.0,Shot
24.0,49.0,Shot
3.0,32.0,Takeaway
75.0,3.0,Hit
78.0,16.0,Shot
98.0,46.0,Penalty
30.0,20.0,Faceoff
30.0,20.0,Faceoff
9.0,63.0,Giveaway
33.0,46.0,Shot
30.0,64.0,Faceoff
168.0,20.0,Faceoff
57.0,38.0,Shot
79.0,64.0,Faceoff
8.0,33.0,Missed Shot
170.0,53.0,Blocked Shot
138.0,59.0,Shot
164.0,47.0,Shot
176.0,36.0,Missed Shot
142.0,72.0,Missed Shot
142.0,75.0,Takeaway
53.0,73.0,Penalty
168.0,20.0,Faceoff
172.0,44.0,Shot
38.0,4.0,Hit
58.0,75.0,Missed Shot
29.0,58.0,Missed Shot
157.0,58.0,Shot
168.0,20.0,Faceoff
3.0,26.0,Hit
181.0,48.0,Shot
168.0,31.0,Blocked Shot
194.0,34.0,Giveaway
19.0,59.0,Blocked Shot
54.0,75.0,Shot
30.0,64.0,Faceoff
25.0,47.0,Goal
99.0,42.0,Faceoff
30.0,20.0,Faceoff
30.0,20.0,Faceoff
179.0,34.0,Blocked Shot
182.0,35.0,Blocked Shot
173.0,43.0,Penalty
168.0,20.0,Faceoff
92.0,17.0,Shot
194.0,40.0,Hit
195.0,39.0,Giveaway
153.0,42.0,Shot
192.0,14.0,Hit
155.0,37.0,Giveaway
144.0,16.0,Shot
34.0,45.0,Shot
30.0,64.0,Faceoff
84.0,23.0,Giveaway
31.0,79.0,Hit
135.0,52.0,Missed Shot
174.0,46.0,Shot
165.0,52.0,Blocked Shot
151.0,70.0,Missed Shot
168.0,64.0,Faceoff
44.0,50.0,Takeaway
15.0,77.0,Shot
30.0,64.0,Faceoff
168.0,20.0,Faceoff
157.0,67.0,Missed Shot
197.0,43.0,Giveaway
3.0,61.0,Hit
191.0,21.0,Takeaway
19.0,35.0,Shot
18.0,39.0,Penalty
30.0,20.0,Faceoff
25.0,61.0,Missed Shot
15.0,35.0,Blocked Shot
63.0,75.0,Takeaway
185.0,30.0,Missed Shot
84.0,80.0,Giveaway
21.0,5.0,Hit
78.0,7.0,Giveaway
66.0,11.0,Giveaway
118.0,3.0,Hit
30.0,20.0,Faceoff
30.0,20.0,Faceoff
75.0,44.0,Takeaway
43.0,4.0,Hit
99.0,42.0,Faceoff
143.0,64.0,Missed Shot
196.0,24.0,Hit
17.0,40.0,Giveaway
51.0,34.0,Shot
111.0,80.0,Penalty
168.0,64.0,Faceoff
148.0,52.0,Giveaway
161.0,44.0,Hit
120.0,49.0,Giveaway
148.0,80.0,Giveaway
177.0,50.0,Missed Shot
179.0,32.0,Missed Shot
33.0,21.0,Blocked Shot
179.0,36.0,Goal
99.0,42.0,Faceoff
99.0,42.0,Faceoff
165.0,67.0,Shot
85.0,63.0,Giveaway
152.0,17.0,Shot
194.0,65.0,Hit
165.0,42.0,Blocked Shot
162.0,57.0,Shot
119.0,20.0,Faceoff
30.0,64.0,Faceoff
57.0,43.0,Missed Shot
65.0,5.0,Giveaway
6.0,43.0,Giveaway
23.0,9.0,Missed Shot
28.0,54.0,Blocked Shot
47.0,0.0,Hit
174.0,44.0,Blocked Shot
178.0,9.0,Hit
193.0,15.0,Penalty
168.0,64.0,Faceoff
131.0,66.0,Shot
43.0,56.0,Penalty
30.0,64.0,Faceoff
35.0,60.0,Missed Shot
173.0,58.0,Blocked Shot
178.0,32.0,Missed Shot
51.0,75.0,Shot
56.0,35.0,Missed Shot
26.0,59.0,Penalty
30.0,64.0,Faceoff
79.0,64.0,Faceoff
60.0,6.0,Hit
27.0,3.0,Hit
35.0,72.0,Shot
17.0,36.0,Shot
30.0,63.0,Shot
132.0,36.0,Penalty
22.0,60.0,Penalty
30.0,64.0,Faceoff
50.0,37.0,Shot
31.0,66.0,Missed Shot
59.0,16.0,Shot
35.0,66.0,Goal
99.0,42.0,Faceoff
37.0,18.0,Takeaway
27.0,27.0,Shot
30.0,20.0,Faceoff
40.0,31.0,Shot
21.0,45.0,Shot
21.0,38.0,Shot
30.0,20.0,Faceoff
0.0,41.0,Hit
39.0,44.0,Blocked Shot
4.0,21.0,Hit
12.0,18.0,Giveaway
175.0,53.0,Shot
151.0,65.0,Missed Shot
107.0,79.0,Takeaway
173.0,25.0,Blocked Shot
186.0,7.0,Hit
135.0,72.0,Shot
16.0,69.0,Shot
17.0,33.0,Blocked Shot
30.0,20.0,Faceoff
144.0,24.0,Shot
174.0,29.0,Shot
180.0,50.0,Missed Shot
175.0,31.0,Blocked Shot
20.0,34.0,Takeaway
1.0,34.0,Hit
63.0,24.0,Missed Shot
32.0,22.0,Shot
30.0,20.0,Faceoff
25.0,82.0,Hit
22.0,74.0,Penalty
30.0,64.0,Faceoff
58.0,38.0,Shot
30.0,20.0,Faceoff
30.0,20.0,Faceoff
26.0,47.0,Shot
30.0,64.0,Faceoff
22.0,39.0,Goal
99.0,42.0,Faceoff
45.0,68.0,Shot
83.0,2.0,Hit
119.0,20.0,Faceoff
28.0,37.0,Blocked Shot
99.0,42.0,Faceoff
160.0,63.0,Hit
8.0,73.0,Penalty
30.0,20.0,Faceoff
56.0,3.0,Takeaway
82.0,21.0,Shot
2.0,25.0,Giveaway
60.0,39.0,Shot
30.0,20.0,Faceoff
25.0,43.0,Blocked Shot
17.0,43.0,Giveaway
28.0,54.0,Shot
30.0,64.0,Faceoff
115.0,2.0,Hit
57.0,67.0,Shot
119.0,64.0,Faceoff
113.0,4.0,Hit
61.0,70.0,Shot
30.0,64.0,Faceoff
27.0,54.0,Shot
24.0,41.0,Shot
30.0,64.0,Faceoff
45.0,16.0,Shot
10.0,11.0,Hit
40.0,55.0,Shot
177.0,53.0,Shot
178.0,48.0,Shot
133.0,71.0,Shot
65.0,73.0,Shot
30.0,20.0,Faceoff
55.0,13.0,Hit
143.0,18.0,Takeaway
25.0,4.0,Hit
5.0,50.0,Hit
119.0,64.0,Faceoff
1.0,45.0,Hit
28.0,53.0,Blocked Shot
30.0,64.0,Faceoff
0.0,56.0,Hit
62.0,16.0,Shot
144.0,27.0,Takeaway
61.0,40.0,Giveaway
142.0,68.0,Shot
165.0,38.0,Blocked Shot
181.0,22.0,Shot
172.0,40.0,Goal
99.0,42.0,Faceoff
165.0,44.0,Shot
169.0,45.0,Shot
183.0,38.0,Goal
99.0,42.0,Faceoff
194.0,46.0,Hit
5.0,58.0,Hit
175.0,37.0,Blocked Shot
146.0,63.0,Missed Shot
171.0,49.0,Blocked Shot
149.0,15.0,Shot
1.0,36.0,Hit
168.0,35.0,Blocked Shot
28.0,50.0,Blocked Shot
40.0,61.0,Shot
173.0,57.0,Giveaway
81.0,83.0,Hit
14.0,41.0,Giveaway
55.0,66.0,Shot
34.0,57.0,Goal
99.0,42.0,Faceoff
70.0,74.0,Giveaway
128.0,19.0,Hit
149.0,64.0,Shot
168.0,64.0,Faceoff
124.0,77.0,Takeaway
141.0,82.0,Hit
150.0,44.0,Giveaway
131.0,41.0,Shot
168.0,64.0,Faceoff
25.0,38.0,Goal
99.0,42.0,Faceoff
139.0,67.0,Shot
69.0,82.0,Penalty
168.0,20.0,Faceoff
99.0,42.0,Faceoff
142.0,31.0,Giveaway
171.0,29.0,Shot
168.0,20.0,Faceoff
165.0,21.0,Shot
164.0,24.0,Shot
179.0,42.0,Blocked Shot
143.0,70.0,Shot
145.0,3.0,Hit
191.0,18.0,Takeaway
63.0,66.0,Missed Shot
30.0,64.0,Faceoff
24.0,43.0,Missed Shot
46.0,3.0,Hit
137.0,69.0,Shot
150.0,83.0,Penalty
168.0,20.0,Faceoff
147.0,6.0,Penalty
30.0,20.0,Faceoff
143.0,79.0,Giveaway
163.0,77.0,Giveaway
166.0,22.0,Shot
43.0,43.0,Giveaway
1.0,27.0,Giveaway
46.0,17.0,Shot
30.0,20.0,Faceoff
99.0,42.0,Faceoff
90.0,2.0,Takeaway
23.0,36.0,Blocked Shot
1.0,52.0,Takeaway
4.0,48.0,Giveaway
30.0,64.0,Faceoff
28.0,49.0,Blocked Shot
175.0,34.0,Shot
22.0,35.0,Shot
171.0,41.0,Goal
